published,title,category
2017,"Use of Information, Memory and Randomization in Asynchronous Gathering",cs.DC
2017,Special elements of the lattice of monoid varieties,math.GR
2017,"The global dimension of the algebra of the monoid of all partial
  functions on an $n$-set as the algebra of the EI-category of epimorphisms
  between subsets",math.RT
2018,"All-to-all connected networks by multi-frequency excitation of
  polaritons",cond-mat.mes-hall
2018,Universal Knot Diagrams,math.GT
2018,"Phonon Boost Effect on the $S^{\pm}$-wave Superconductor with Incipient
  Band",cond-mat.supr-con
2019,"All static spherically symmetric anisotropic solutions for general
  relativistic polytropes",gr-qc
2019,Local subsemigroups and variants of some class of semigroups,math.GR
2020,All-Pay Auctions with Different Forfeits,econ.TH
2020,Convergence of Markov chain transition probabilities,math.PR
2020,Bound on quantum scrambling with all-to-all interactions,quant-ph
2020,A note on highly Kummer-faithful fields,math.NT
2020,The Chromatic Number of Joins of Signed Graphs,math.CO
2020,"All-fiber spatiotemporally mode-locked laser with multimode fiber-based
  filtering",physics.optics
2020,Prime-universal diagonal quadratic forms,math.NT
2020,The word problem of the Brin-Higman-Thompson groups,math.GR
2020,How to Find the Convex Hull of All Integer Points in a Polyhedron?,math.CO
2020,Spherical isochrone models revisited,astro-ph.GA
2020,All Block Maxima method for estimating the extreme value index,math.ST
2021,On the noncollapsedness of positively curved Type I ancient Ricci flows,math.DG
2021,Development of sieve of Eratosthenes and sieve of Sundaram's proof,math.NT
2021,"An Errata for: Torsion subgroups of rational elliptic curves over the
  compositum of all $D_4$ extensions of the rational numbers",math.NT
2021,A classification of scalar-flat toric Kähler instantons in dimension 4,math.DG
2021,"BV solutions for a hydrodynamic model of flocking--type with all-to-all
  interaction kernel",math.AP
2021,Snaking bifurcations of localized patterns on ring lattices,math.DS
2021,What is the Standard Cosmological Model?,astro-ph.CO
2021,Critical $L$-values of Gross curves,math.NT
2021,Union and Intersection of all Justifications,cs.LO
2021,Faithful tracial states on quotients of C*-algebras,math.OA
2021,Metric trees in the Gromov--Hausdorff space,math.MG
2022,Directional Acoustic Luneburg Lens Waveguide,physics.app-ph
2022,Semistability of cubulated groups,math.GR
2022,"Sharing and Caring: Creating a Culture of Constructive Criticism in
  Computational Legal Studies",cs.CY
2022,On polynomials with roots modulo almost all primes,math.NT
2022,Endomorphisms of semigroups of oriented transformations,math.RA
2022,"Low-noise supercontinuum generation in chiral all-normal dispersion
  photonic crystal fibers",physics.optics
2022,"Radiative phase space extensions at all orders in r for self-dual
  Yang-Mills and Gravity",hep-th
2023,"Semiring identities of semigroups of reflexive relations and upper
  triangular boolean matrices",math.GR
2023,"Extemizers in Soprunov and Zvavitch's Bezout inequalities for mixed
  volumes",math.FA
2023,Representations of the Fermion-Virasoro algebras,math.RT
2023,"Varieties over $\bar{\mathbb{Q}}$ with infinite Chow groups modulo
  almost all primes",math.AG
2023,Cofiniteness of local cohomology modules and subcategories of modules,math.AC
2023,Operations on Milnor-Witt K-theory,math.AT
2023,"Unconditional flocking for weak solutions to self-organized systems of
  Euler-type with all-to-all interaction kernel",math.AP
2023,Compatibility of all noisy qubit observables,quant-ph
2023,Normal categories of normed algebra of finite rank bounded operators,math.FA
2023,Benchmarking a Neutral-Atom Quantum Computer,quant-ph
2023,"A Complete Characterization of all Magic Constants Arising from Distance
  Magic Graphs",math.CO
2023,Characterizing symplectic capacities on ellipsoids,math.SG
2023,A single space-time is too small for all of Wigner's friends,quant-ph
2024,A Note on Approximate Hadamard Matrices,math.CO
2024,"Dualities Among Massive, Partially Massless and Shift Symmetric Fields
  on (A)dS",hep-th
2024,Integral closure and local cohomology,math.AC
2024,Discrete Brunn-Minkowski Inequality for subsets of the cube,math.CO
2024,"A first efficient algorithm for enumerating all the extreme points of a
  bisubmodular polyhedron",cs.DM
2016,Growth of torsion groups of elliptic curves upon base change,math.NT
2020,"Safety in $s$-$t$ Paths, Trails and Walks",cs.DS
2002,Simple model of anisotropic pairing with repulsive interactions,cond-mat.supr-con
2004,"Various approximations for nucleation kinetics under smooth external
  conditions",cond-mat.stat-mech
1998,"A Fully Polynomial Randomized Approximation Scheme for the All Terminal
  Network Reliability Problem",cs.DS
1999,"The union of unit balls has quadratic complexity, even if they all
  contain the origin",cs.CG
2000,Three generation neutrino mixing is compatible with all experiments,hep-ex
2000,"Reply to A. Patrascioiu's and E. Seiler's Comment on our paper
  ""Percolation properties of the 2D Heisenberg model""",hep-lat
2002,The QCD Effective Charge to All Orders,hep-ph
1994,"Proof of the Impossibility of Non-Contextual Hidden Variables in All
  Hilbert Space Dimensions",hep-th
1994,Universal bridge-free graphs,math.LO
1995,Smooth functions and partitions of unity on certain Banach spaces,math.FA
1999,Simultaneous Resolution of Singularities,math.AG
1999,"Structure of Kahler groups, I: second cohomology",math.DG
1999,Subspaces of Knot Spaces,math.GT
2000,"A Proof of ""Goldbach's Conjecture""",math.GM
2002,"Refined Restricted Permutations Avoiding Subsets of Patterns of Length
  Three",math.CO
2002,All flat manifolds are cusps of hyperbolic orbifolds,math.GT
2002,"Podleś' Quantum Sphere: Dual Coalgebra and Classification of Covariant
  First Order Differential Calculus",math.QA
2002,Finite growth representations of infinite Lie conformal algebras,math.QA
2003,All frame-spun knots are slice,math.GT
2004,Abelian exact subcategories closed under predecessors,math.RA
2004,Constructing All Magic Squares of Order Three,math.CO
2005,Positivity of Ricci curvature under the Kähler--Ricci flow,math.DG
2005,Stable manifolds for all monic supercritical NLS in one dimension,math.AP
2005,"Non-intersection bodies all of whose central sections are intersection
  bodies",math.FA
2005,"A proof that all Seifert 3-manifold groups and all virtual surface
  groups are conjugacy separable",math.GR
2005,Divisibility tests with weighted digital sums,math.GM
2005,"Negative values of truncations to $L(1,χ)$",math.NT
2005,Isolated and nilpotent subsemigroups in the variants of $\IS$,math.RA
2005,On nilpotent subsemigroups in some matrix semigroups,math.GR
2005,Hilbert Modular Forms and the Ramanujan Conjecture,math.NT
2006,The classification of higher-order cusp forms,math.NT
2006,On Faltings' annihilator theorem,math.AC
2007,Hochschild Cohomology of II_1 Factors with Cartan Masas,math.OA
2007,Primary Decompositions for Left Noetherian Rings,math.RA
2007,"Maximal subgroups of almost simple groups with socle $\PSL(2,q)$",math.GR
1998,The physics space dimension,physics.gen-ph
2007,Core-valence correlations for atoms with open shells,physics.atom-ph
1998,A note on quantum black-box complexity of almost all Boolean functions,quant-ph
2007,Fano threefolds with noncyclic torsion in the divisor class group,math.AG
2007,On the location and classification of all prime numbers,math.GM
2007,Finding Paths and Cycles in Graphs,cs.DM
2007,A Generalization of De Vries Duality Theorem,math.GN
2007,Order one invariants of spherical curves,math.GT
2008,A Method of Classifying Simple Laced Root Systems,math.CO
2008,All exceptional surgeries on alternating knots are integral surgeries,math.GT
2008,2-universal Hermitian lattices over imaginary quadratic fields,math.NT
2008,Coloring plane graphs with independent crossings,math.CO
2008,Hyperspaces of Closed Limit Sets,math.GN
2008,Badly approximable affine forms and Schmidt games,math.NT
2009,Projective reflection groups,math.CO
2009,Three dimensional manifolds all of whose geodesics are closed,math.DG
2009,Three-dimensional Lorentzian homogeneous Ricci solitons,math.DG
2009,Irregular primes to 163 million,math.NT
2009,Projectively flat connections and flat connections on homogeneous spaces,math.DG
2010,"Singular behaviour of the electromagnetic field (the static case
  revisited)",physics.class-ph
2010,The matrix Stieltjes moment problem: a description of all solutions,math.FA
2010,Harish-Chandra modules over the $\Q$ Heisenberg-Virasoro Algebra,math.RT
2010,"All unitary perfect polynomials over $F_2$ with less than five distinct
  prime factors",math.NT
2010,"Density of positive Lyapunov exponents for SL(2,R) cocycles",math.DS
2010,On vosperian and superconnected vertex-transitive digraphs,math.CO
2010,Closure of Random samples,math.PR
2010,Multi-dimensional sets recognizable in all abstract numeration systems,cs.FL
2011,Extremizers of a Radon transform inequality,math.CA
2011,Sieve methods in group theory \Rmnum{3}: $\aut(F_n)$,math.GR
2011,Approximations of additive squares in infinite words,math.CO
2011,"Log canonical models for $\bar{M}_{g,n}$",math.AG
2012,"All homogeneous pure radiation spacetimes satisfy the Einstein-Maxwell
  equations",gr-qc
2012,Minimal generating sets in wreath products,math.GR
2012,Decidability of All Minimal Models (Revised Version - 2012),cs.LO
2012,A monotonicity property of variances,math.PR
2012,McMahon's Formula via Free Fermions,math.CO
2012,Invariant contact structures on 7-dimensional nilmanifolds,math.DG
2012,Almost all sets of d+2 points on the (d-1)-sphere are not subtransitive,math.MG
2013,Cartan subgroups and generosity in $SL_2(\mathbb{Q}_p)$,math.LO
2013,Classifying terminal weighted projective space,math.AG
2013,"The local equivariant Tamagawa number conjecture for almost abelian
  extensions",math.NT
2013,"The global extension problem, co-flag and metabelian Leibniz algebras",math.RA
2013,Decomposition numbers of SO_7(q) and Sp_6(q),math.RT
2013,Non-associative key establishment protocols and their implementation,cs.CR
2014,"Self-destructive percolation as a limit of forest-fire models on regular
  rooted trees",math.PR
2014,Forwarding and optical indices of 4-regular circulant networks,math.CO
2014,"A simple construction for a class of $p$-groups with all of their
  automorphisms central",math.GR
2014,Finite-dimensional subalgebras of the Virasoro algebra,math.RA
2014,"On the Chern number inequalities satisfied by all smooth complete
  intersection threefolds with ample canonical class",math.AG
2015,Rigidity Sequences of Power Rationally Weakly Mixing Transformations,math.DS
2015,The $ζ$-regularized product over all primes,math.NT
2015,Connectivity Algorithm,cs.DS
2015,All-spherical telescope with extremely wide field of view,astro-ph.IM
2015,"Non-Perturbative Localization with Quasiperiodic Potential in Continuous
  Time",math.SP
2016,Strongly Universal Reversible Gate Sets,cs.ET
2016,Explicit Implicit Function Theorem for All Fields,math.AC
2016,Fuglede-Putnam theorem for locally measurable operators,math.OA
2017,Subcritical graph classes containing all planar graphs,math.CO
2017,Visible Points On Exponential Curves,math.NT
2018,Semiclassical scarring on tori in KAM Hamiltonian systems,math.AP
2019,Characterizing Round Spheres Using Half-Geodesics,math.DG
2019,The Capacity of Smartphone Peer-to-Peer Networks,cs.DC
2019,A family of hemisystems on the parabolic quadrics,math.CO
2019,On ultrametric $1$-median selection,cs.DS
2020,An Incidence Result for Well-Spaced Atoms in all Dimensions,math.CO
2015,Presentations for monoids of finite partial isometries,math.RA
2016,"All-in-all-out magnetic domain size in pyrochlore iridate thin films as
  probed by local magnetotransport",cond-mat.mtrl-sci
2016,Skew-symmetric operators and reflexivity,math.FA
2016,Asymptotics of Symmetry in Matroids,math.CO
2018,Which sets are sets of lengths in all numerical monoids ?,math.AC
2018,"Nonribbon 2-links all of whose components are trivial knots and some of
  whose band-sums are nonribbon knots",math.GT
2018,An E-sequence approach to the 3x + 1 problem,math.NT
2019,From non-commutative diagrams to anti-elementary classes,math.CT
2019,Farey recursion and the character varieties for 2-bridge knots,math.GT
2019,"Study of the pion-pion scatterings with a combination of all-to-all
  propagators and the HAL QCD method",hep-lat
2019,Least $Q$-eigenvalues of nonbipartite 2-connected graphs,math.CO
2019,A note on algebraic connectivity of 2-connected graphs,math.CO
2019,"An algebraic (set) theory of surreal numbers, I",math.CT
2009,A note on fall colorings of Kneser graphs,math.CO
2017,The Rational Distance Problem for Equilateral Triangles,math.NT
2017,"Advances in Artificial Intelligence Require Progress Across all of
  Computer Science",cs.AI
